,ID,Discharge Current
0,0,-33.6625
1,1,-39.296875
2,2,-36.446875
3,3,-34.784375
4,4,-34.5125
5,5,-36.215625
6,6,-38.41875
7,7,-38.41875
8,8,-36.165625
9,9,-38.178125
10,10,-36.865625
11,11,-36.43125
12,12,-37.15625
13,13,-34.45
14,14,-35.53125
15,15,-35.890625
16,16,-35.790625
17,17,-34.996875
18,18,-37.10625
19,19,-40.85
20,20,-37.021875
21,21,-40.671875
22,22,-39.871875
23,23,-38.584375
24,24,-30.928125
25,25,-35.184375
26,26,-40.459375
27,27,-41.278125
28,28,-36.84375
29,29,-39.453125
30,30,-39.603125
31,31,-41.55625
32,32,-41.75625
33,33,-35.58125
34,34,-42.50625
35,35,-42.103125
36,36,-39.121875
37,37,-40.6625
38,38,-41.1375
39,39,-36.928125
40,40,-39.0375
41,41,-41.775
42,42,-41.328125
43,43,-40.909375
44,44,-42.34375
45,45,-44.003125
46,46,-41.515625
47,47,-41.0625
48,48,-39.4125
49,49,-40.028125
50,50,-42.353125
51,51,-40.71875
52,52,-43.740625
53,53,-41.25
54,54,-45.828125
55,55,-42.015625
56,56,-39.828125
57,57,-44.85
58,58,-43.109375
59,59,-45.790625
60,60,-45.36875
61,61,-44.915625
62,62,-44.859375
63,63,-44.9375
64,64,-45.8625
65,65,-43.815625
66,66,-45.553125
67,67,-45.5625
68,68,-44.284375
69,69,-43.153125
70,70,-46.76875
71,71,-45.871875
72,72,-46.203125
73,73,-45.346875
74,74,-44.065625
75,75,-47.284375
76,76,-42.89375
77,77,-43.33125
78,78,-42.80625
79,79,-44.996875
80,80,-45.075
81,81,-47.259375
82,82,-46.771875
83,83,-40.19375
84,84,-45.23125
85,85,-45.93125
86,86,-45.978125
87,87,-46.43125
88,88,-46.921875
89,89,-48.446875
90,90,-46.94375
91,91,-47.525
92,92,-45.803125
93,93,-44.665625
94,94,-45.503125
95,95,-47.934375
96,96,-46.53125
97,97,-47.321875
98,98,-46.015625
99,99,-47.65
100,100,-48.71875
101,101,-47.11875
102,102,-48.425
103,103,-49.196875
104,104,-51.2
105,105,-49.740625
106,106,-49.65625
107,107,-47.253125
108,108,-46.98125
109,109,-49.015625
110,110,-48.665625
111,111,-47.08125
112,112,-48.2
113,113,-49.03125
114,114,-47.521875
115,115,-44.478125
116,116,-46.065625
117,117,-49.88125
118,118,-49.109375
119,119,-49.9375
120,120,-49.609375
121,121,-50.934375
122,122,-49.75
123,123,-49.378125
124,124,-51.93125
125,125,-49.5625
126,126,-50.00625
127,127,-48.346875
128,128,-49.23125
129,129,-52.84375
130,130,-48.340625
131,131,-50.11875
132,132,-49.865625
133,133,-49.746875
134,134,-48.934375
135,135,-49.2125
136,136,-49.596875
137,137,-50.56875
138,138,-49.84375
139,139,-49.8125
140,140,-49.10625
141,141,-51.465625
142,142,-50.078125
143,143,-49.521875
144,144,-51.65625
145,145,-52.3875
146,146,-54.06875
147,147,-49.953125
148,148,-50.990625
149,149,-52.04375
150,150,-47.784375
151,151,-48.715625
152,152,-50.44375
153,153,-51.965625
154,154,-49.6625
155,155,-48.7625
156,156,-52.45625
157,157,-52.625
158,158,-51.634375
159,159,-52.03125
160,160,-51.39375
161,161,-50.440625
162,162,-48.3875
163,163,-50.278125
164,164,-51.334375
165,165,-51.228125
166,166,-51.80625
167,167,-49.6125
168,168,-55.078125
169,169,-51.053125
170,170,-54.934375
171,171,-50.23125
172,172,-52.209375
173,173,-47.653125
174,174,-50.54375
175,175,-49.353125
176,176,-50.484375
177,177,-51.253125
178,178,-51.9
179,179,-53.471875
180,180,-52.671875
181,181,-53.23125
182,182,-54.25
183,183,-53.453125
184,184,-52.196875
185,185,-51.21875
186,186,-54.18125
187,187,-51.4625
188,188,-52.728125
189,189,-55.859375
190,190,-54.8125
191,191,-53.078125
192,192,-54.128125
193,193,-54.41875
194,194,-53.875
195,195,-53.1375
196,196,-52.346875
197,197,-55.234375
198,198,-55.29375
199,199,-51.2
200,200,-55.44375
201,201,-51.859375
202,202,-55.0625
203,203,-54.521875
204,204,-53.74375
205,205,-54.940625
206,206,-51.746875
207,207,-55.125
208,208,-53.88125
209,209,-54.65625
210,210,-53.49375
211,211,-54.56875
212,212,-54.971875
213,213,-53.125
214,214,-56.134375
215,215,-56.45625
216,216,-57.534375
217,217,-57.478125
218,218,-55.9875
219,219,-54.959375
220,220,-55.54375
221,221,-57.440625
222,222,-57.375
223,223,-56.2625
224,224,-55.90625
225,225,-55.58125
226,226,-55.35625
227,227,-52.215625
228,228,-59.028125
229,229,-55.990625
230,230,-53.578125
231,231,-55.0625
232,232,-54.221875
233,233,-55.040625
234,234,-57.459375
235,235,-56.103125
236,236,-55.2
237,237,-56.7125
238,238,-58.040625
239,239,-58.16875
240,240,-56.25
241,241,-57.76875
242,242,-58.078125
243,243,-58.6875
244,244,-57.70625
245,245,-52.446875
246,246,-59.4
247,247,-57.490625
248,248,-56.94375
249,249,-56.3
250,250,-54.628125
251,251,-56.875
252,252,-56.978125
253,253,-57.865625
254,254,-56.828125
255,255,-57.66875
256,256,-55.75625
257,257,-57.703125
258,258,-55.884375
259,259,-56.3
260,260,-56.734375
261,261,-57.3125
