,ID,Discharge Current
0,0,-35.36875
1,1,-37.34375
2,2,-36.428125
3,3,-37.79375
4,4,-34.521875
5,5,-29.1875
6,6,-32.353125
7,7,-38.03125
8,8,-37.359375
9,9,-32.459375
10,10,-36.646875
11,11,-31.8375
12,12,-32.621875
13,13,-36.434375
14,14,-36.65
15,15,-30.271875
16,16,-32.44375
17,17,-35.2875
18,18,-37.078125
19,19,-32.715625
20,20,-39.0625
21,21,-34.8125
22,22,-35.59375
23,23,-36.83125
24,24,-36.615625
25,25,-33.55
26,26,-34.9375
27,27,-36.10625
28,28,-32.528125
29,29,-39.565625
30,30,-39.309375
31,31,-31.50625
32,32,-34.96875
33,33,-35.8
34,34,-32.334375
35,35,-32.175
36,36,-38.459375
37,37,-34.259375
38,38,-40.49375
39,39,-39.578125
40,40,-32.034375
41,41,-31.990625
42,42,-32.409375
43,43,-41.871875
44,44,-33.4875
45,45,-38.003125
46,46,-29.70625
47,47,-38.48125
48,48,-38.875
49,49,-39.096875
50,50,-38.553125
51,51,-37.375
52,52,-39.696875
53,53,-32.7
54,54,-34.109375
55,55,-40.43125
56,56,-36.934375
57,57,-37.034375
58,58,-32.51875
59,59,-32.453125
60,60,-31.79375
61,61,-38.209375
62,62,-39.20625
63,63,-42.121875
64,64,-40.603125
65,65,-36.56875
66,66,-37.675
67,67,-38.084375
68,68,-37.496875
69,69,-30.43125
70,70,-35.403125
71,71,-40.66875
72,72,-38.61875
73,73,-41.08125
74,74,-42.9875
75,75,-33.465625
76,76,-33.40625
77,77,-40.690625
78,78,-31.9625
79,79,-30.70625
80,80,-29.9125
81,81,-34.996875
82,82,-37.61875
83,83,-40.521875
84,84,-33.275
85,85,-34.93125
86,86,-35.28125
87,87,-30.240625
88,88,-30.76875
89,89,-35.075
90,90,-37.0625
91,91,-36.721875
92,92,-30.21875
93,93,-38.39375
94,94,-43.94375
95,95,-43.94375
96,96,-35.36875
97,97,-37.871875
98,98,-38.4375
99,99,-34.596875
100,100,-37.309375
101,101,-37.69375
102,102,-38.15625
103,103,-40.78125
104,104,-40.5875
105,105,-40.709375
106,106,-31.115625
107,107,-37.18125
108,108,-35.63125
109,109,-37.2375
110,110,-35.025
111,111,-37.759375
112,112,-40.4875
113,113,-33.034375
114,114,-40.7875
115,115,-42.40625
116,116,-36.21875
117,117,-36.6625
118,118,-40.3625
119,119,-37.509375
120,120,-31.921875
121,121,-36.65
122,122,-32.703125
123,123,-41.64375
124,124,-34.25
125,125,-40.3875
126,126,-39.703125
127,127,-37.975
128,128,-36.51875
129,129,-32.8375
130,130,-43.43125
131,131,-38.025
132,132,-34.1375
133,133,-40.14375
134,134,-43.69375
135,135,-37.909375
136,136,-43.990625
137,137,-43.746875
138,138,-42.38125
139,139,-40.675
140,140,-35.3375
141,141,-36.4375
142,142,-37.70625
143,143,-30.84375
144,144,-38.190625
145,145,-35.034375
146,146,-38.146875
147,147,-34.21875
148,148,-38.6625
149,149,-36.2375
150,150,-42.946875
151,151,-42.034375
152,152,-36.034375
153,153,-38.965625
154,154,-34.521875
155,155,-41.040625
156,156,-36.634375
157,157,-39.171875
158,158,-44.88125
159,159,-33.278125
160,160,-44.559375
161,161,-41.321875
162,162,-34.5375
163,163,-41.74375
164,164,-38.771875
165,165,-41.925
166,166,-37.865625
167,167,-40.95
168,168,-37.7
169,169,-40.121875
170,170,-33.0125
171,171,-42.146875
172,172,-33.703125
173,173,-41.165625
174,174,-42.61875
175,175,-37.875
176,176,-38.009375
177,177,-32.0875
178,178,-39.721875
179,179,-37.946875
180,180,-33.1625
181,181,-42.13125
182,182,-43.853125
183,183,-40.3875
184,184,-27.846875
185,185,-32.85625
186,186,-43.35
187,187,-42.7625
188,188,-39.596875
189,189,-41.428125
190,190,-32.484375
191,191,-30.803125
192,192,-42.640625
193,193,-32.91875
194,194,-41.55
195,195,-39.959375
196,196,-39.88125
197,197,-30.253125
198,198,-37.534375
199,199,-43.446875
200,200,-34.20625
201,201,-43.79375
202,202,-45.2375
203,203,-43.1875
204,204,-37.240625
205,205,-34.503125
206,206,-30.825
207,207,-38.915625
208,208,-44.196875
209,209,-36.528125
210,210,-38.9125
211,211,-42.26875
212,212,-42.86875
213,213,-39.215625
214,214,-43.065625
215,215,-42.590625
216,216,-34.1125
217,217,-40.640625
218,218,-34.490625
219,219,-42.68125
220,220,-38.6375
221,221,-42.94375
222,222,-41.71875
223,223,-43.153125
224,224,-33.71875
225,225,-43.821875
226,226,-32.76875
227,227,-39.38125
228,228,-41.634375
229,229,-35.2375
230,230,-40.940625
231,231,-40.546875
232,232,-41.03125
233,233,-41.159375
234,234,-33.296875
235,235,-40.853125
236,236,-43.471875
237,237,-32.375
238,238,-44.15625
239,239,-40.678125
240,240,-43.578125
241,241,-44.421875
242,242,-42.725
243,243,-43.50625
244,244,-42.025
245,245,-42.871875
246,246,-44.078125
247,247,-36.296875
248,248,-40.971875
249,249,-43.68125
250,250,-45.3625
251,251,-36.471875
252,252,-45.375
253,253,-41.45625
254,254,-43.04375
255,255,-43.071875
256,256,-43.465625
257,257,-43.628125
258,258,-34.090625
259,259,-36.76875
260,260,-42.0625
261,261,-43.9125
262,262,-27.6125
263,263,-41.7
264,264,-41.128125
265,265,-40.790625
266,266,-36.171875
267,267,-35.028125
268,268,-42.15625
269,269,-33.00625
270,270,-33.515625
271,271,-40.7375
272,272,-35.15
273,273,-31.859375
274,274,-38.721875
275,275,-45.6375
276,276,-41.79375
277,277,-41.79375
278,278,-37.290625
279,279,-38.75625
280,280,-41.90625
281,281,-43.36875
282,282,-41.975
283,283,-45.009375
284,284,-41.5125
285,285,-44.04375
286,286,-37.840625
287,287,-41.90625
288,288,-30.94375
289,289,-39.946875
290,290,-45.69375
291,291,-41.078125
292,292,-42.534375
293,293,-29.346875
294,294,-36.121875
295,295,-41.21875
296,296,-45.609375
297,297,-39.125
298,298,-40.2125
299,299,-44.709375
300,300,-28.05
301,301,-42.76875
302,302,-43.5125
303,303,-43.99375
304,304,-43.64375
305,305,-45.16875
306,306,-34.440625
307,307,-30.440625
308,308,-43.940625
309,309,-43.496875
310,310,-37.409375
311,311,-42.175
312,312,-41.984375
313,313,-43.746875
314,314,-47.59375
315,315,-28.165625
316,316,-36.053125
317,317,-43.803125
318,318,-44.18125
319,319,-40.496875
320,320,-38.078125
321,321,-31.86875
322,322,-46.06875
323,323,-42.996875
324,324,-44.396875
325,325,-44.265625
326,326,-42.66875
327,327,-42.884375
328,328,-41.821875
329,329,-43.15625
330,330,-44.784375
331,331,-32.015625
332,332,-36.409375
333,333,-43.153125
334,334,-34.765625
335,335,-42.015625
336,336,-45.5875
337,337,-44.996875
338,338,-44.33125
339,339,-43.0
340,340,-40.534375
341,341,-35.64375
342,342,-35.3625
343,343,-35.184375
344,344,-41.56875
345,345,-45.26875
346,346,-28.234375
347,347,-40.190625
348,348,-41.45625
349,349,-45.565625
350,350,-41.91875
351,351,-40.353125
352,352,-38.8125
353,353,-46.365625
354,354,-41.734375
355,355,-31.778125
356,356,-34.690625
357,357,-42.046875
358,358,-43.671875
359,359,-37.10625
360,360,-38.525
361,361,-44.25625
362,362,-37.5375
363,363,-39.934375
364,364,-40.528125
365,365,-41.21875
366,366,-41.109375
367,367,-40.86875
368,368,-40.478125
369,369,-29.228125
370,370,-39.378125
371,371,-38.284375
372,372,-41.20625
373,373,-39.08125
374,374,-46.384375
375,375,-42.609375
376,376,-36.8375
377,377,-39.990625
378,378,-44.353125
379,379,-31.8875
380,380,-36.6125
381,381,-41.609375
382,382,-41.953125
383,383,-39.503125
384,384,-38.725
385,385,-42.44375
386,386,-43.503125
387,387,-35.965625
388,388,-42.846875
389,389,-40.734375
390,390,-37.621875
391,391,-44.7375
392,392,-40.0375
393,393,-29.35
394,394,-32.3375
395,395,-43.89375
396,396,-43.640625
397,397,-43.5
398,398,-44.24375
399,399,-30.3875
400,400,-31.91875
401,401,-46.46875
402,402,-29.825
403,403,-43.375
404,404,-44.890625
405,405,-30.40625
406,406,-37.153125
407,407,-31.9375
408,408,-42.084375
409,409,-31.046875
410,410,-42.425
411,411,-42.978125
412,412,-45.99375
413,413,-45.425
414,414,-38.9
415,415,-35.81875
416,416,-37.859375
417,417,-46.53125
418,418,-43.353125
419,419,-36.759375
420,420,-40.571875
421,421,-39.371875
422,422,-40.2
423,423,-42.296875
424,424,-42.165625
425,425,-41.115625
426,426,-39.4125
427,427,-36.365625
428,428,-45.25625
429,429,-44.6875
430,430,-43.64375
431,431,-37.021875
432,432,-45.278125
433,433,-41.675
434,434,-44.865625
435,435,-38.284375
436,436,-43.03125
437,437,-44.375
438,438,-46.215625
439,439,-45.1375
440,440,-45.475
441,441,-29.7125
442,442,-46.6875
443,443,-34.275
444,444,-47.225
445,445,-39.190625
446,446,-38.553125
447,447,-44.04375
448,448,-42.50625
449,449,-32.396875
450,450,-39.603125
451,451,-42.603125
452,452,-40.94375
453,453,-40.453125
454,454,-38.146875
455,455,-43.778125
456,456,-39.515625
457,457,-45.0
458,458,-45.0
459,459,-37.325
460,460,-47.025
461,461,-40.31875
462,462,-43.00625
463,463,-31.875
464,464,-44.909375
465,465,-27.8125
466,466,-44.36875
467,467,-43.625
468,468,-35.475
469,469,-43.984375
470,470,-38.075
471,471,-40.615625
472,472,-36.64375
473,473,-34.975
474,474,-31.496875
475,475,-40.534375
476,476,-29.2875
477,477,-43.390625
478,478,-44.634375
479,479,-45.50625
480,480,-37.275
481,481,-40.5
482,482,-47.3125
483,483,-34.940625
484,484,-40.340625
485,485,-44.3125
486,486,-47.265625
487,487,-34.39375
488,488,-37.13125
489,489,-43.859375
490,490,-36.2625
491,491,-42.26875
492,492,-45.553125
493,493,-33.33125
494,494,-44.5875
495,495,-48.03125
496,496,-47.265625
497,497,-37.803125
498,498,-44.975
499,499,-43.93125
500,500,-42.775
501,501,-32.5375
502,502,-41.44375
503,503,-37.840625
504,504,-43.615625
505,505,-46.521875
506,506,-41.846875
507,507,-45.709375
508,508,-42.628125
509,509,-42.05625
510,510,-46.490625
511,511,-34.659375
512,512,-44.84375
513,513,-45.315625
514,514,-40.6375
515,515,-45.853125
516,516,-41.909375
517,517,-38.01875
518,518,-36.4
519,519,-43.06875
520,520,-43.0
521,521,-45.578125
522,522,-47.046875
523,523,-39.428125
524,524,-34.175
525,525,-37.825
526,526,-33.903125
527,527,-44.459375
528,528,-44.6125
529,529,-42.153125
530,530,-46.9
531,531,-38.18125
532,532,-42.81875
533,533,-37.3625
534,534,-28.2375
535,535,-34.9875
536,536,-45.7125
537,537,-44.846875
538,538,-46.61875
539,539,-42.578125
540,540,-37.096875
541,541,-42.990625
